# COMPUTATIONAL DOMAIN ----------------------------------------
# zMax   =  0.15
# Nz     =  150
# rhoMax =  0.4
# Nrho   =  6000
# Nphi   =  360
# INITIAL BEAM PARAMETERS -------------------------------------
# a      =  0.15
# R      =  0.1
# MATERIAL PARAMETERS -----------------------------------------
# c0     =  1.0
# z10    =  0.05
# z11    =  0.15
# ma1    =  24.0
# INITIAL MEASUREMENT PARAMETERS ------------------------------
# xD     =  0.0
# zD     =  -0.5
# dr     =  0.005
# OPTOACOUSTIC PARAMETERS -------------------------------------
# a0     =  0.25
# D      =  0.666666666667
# wD     =  16.0
# (t)  (c tau) (p0(t)) (p(zD,t))
1.38778e-17 -0.05 0 0
0.001 -0.049 0 0
0.002 -0.048 0 0
0.003 -0.047 0 0
0.004 -0.046 0 0
0.005 -0.045 0 0
0.006 -0.044 0 0
0.007 -0.043 0 0
0.008 -0.042 0 0
0.009 -0.041 0 0
0.01 -0.04 0 0
0.011 -0.039 0 0
0.012 -0.038 0 0
0.013 -0.037 0 0
0.014 -0.036 0 0
0.015 -0.035 0 0
0.016 -0.034 0 0
0.017 -0.033 0 0
0.018 -0.032 0 0
0.019 -0.031 0 0
0.02 -0.03 0 0
0.021 -0.029 0 0
0.022 -0.028 0 0
0.023 -0.027 0 0
0.024 -0.026 0 0
0.025 -0.025 0 0
0.026 -0.024 0 0
0.027 -0.023 0 0
0.028 -0.022 0 0
0.029 -0.021 0 0
0.03 -0.02 0 0
0.031 -0.019 0 0
0.032 -0.018 0 0
0.033 -0.017 0 0
0.034 -0.016 0 0
0.035 -0.015 0 0
0.036 -0.014 0 0
0.037 -0.013 0 0
0.038 -0.012 0 0
0.039 -0.011 0 0
0.04 -0.01 0 0
0.041 -0.009 0 0
0.042 -0.008 0 0
0.043 -0.007 0 0
0.044 -0.006 0 0
0.045 -0.005 0 0
0.046 -0.004 0 0
0.047 -0.003 0 0.130998
0.048 -0.002 0 0.390266
0.049 -0.001 1 0.64284
0.05 0 0.976286 0.888732
0.051 0.001 0.953134 1
0.052 0.002 0.930531 0.976973
0.053 0.003 0.908464 0.953014
0.054 0.004 0.88692 0.929033
0.055 0.005 0.865888 0.90704
0.056 0.006 0.845354 0.885775
0.057 0.007 0.825307 0.864857
